student_id,student_name,student_phone_number,parent_id,parent_name,parent_phone_number,age,year,gpa,hostel_block,past_violations_30d,past_violations_365d,request_time_hour,requested_duration_hours,destination_risk,emergency_flag,group_request,weekend_request,previous_no_show,requests_last_7days,risk_score_continuous,label_violation
1587,Student_58606,9556309052,513875,Parent_93581,7306632717,23,1,5.753599355250235,C,1,3,22,6.23,LOW,0,1,1,0,0,31.19561811628039,0
6406,Student_95264,2797678187,592897,Parent_70770,5629585282,24,4,7.081920395678774,D,0,1,17,3.09,LOW,0,0,0,0,0,14.83384888003327,0
6134,Student_29124,5872483051,131375,Parent_71742,6112654537,18,3,7.010740975626351,A,0,1,8,0.74,LOW,0,0,0,0,1,5.472807916233899,0
1210,Student_11043,4759118525,637276,Parent_99680,4250369079,18,4,7.029357092379211,B,0,0,19,6.52,LOW,0,0,1,0,0,24.56723134262054,0
2656,Student_81697,6568349908,988953,Parent_31992,7221391780,24,3,8.479470395722265,D,1,1,20,12.57,LOW,0,0,1,0,0,32.19357406195173,0
8446,Student_21398,3170028366,406070,Parent_33118,3990488775,17,1,7.611517588950719,B,0,0,21,14.36,LOW,0,0,1,0,1,17.17230624455656,0
3135,Student_42891,3050435708,810080,Parent_94780,1059925965,20,2,6.793571027101795,C,0,3,14,7.98,LOW,0,0,0,0,0,13.12368757058146,0
8945,Student_94384,1562636018,974415,Parent_26244,5365646615,19,4,7.583793004850743,B,1,2,5,7.45,LOW,0,0,0,0,0,15.59147198573173,0
2909,Student_37722,5138542503,192995,Parent_62155,4498794306,21,4,7.433472264811419,D,0,2,12,0.37,HIGH,0,1,0,0,1,26.85455695415759,0
8760,Student_21990,8891763078,958976,Parent_74948,9995504479,20,1,7.160689014819343,B,0,2,1,4.89,MED,0,0,1,0,1,30.71055995743125,0
5864,Student_26758,6931877310,475657,Parent_31303,3176701904,23,4,7.319172706053719,A,0,2,19,0.2,MED,0,0,1,0,0,20.22939953877198,0
7498,Student_45125,1794897014,894238,Parent_47661,5276386048,17,4,7.96505473632367,B,0,1,20,2.74,LOW,0,0,1,0,0,8.369601111869422,0
3290,Student_25052,7249637962,823346,Parent_12224,4008231699,20,4,5.788663619380764,C,0,1,23,1.66,LOW,0,0,1,0,0,15.13946609014456,0
2494,Student_46233,6018334546,860869,Parent_80105,8427137114,20,2,9.29421256094076,D,0,0,8,1.95,HIGH,0,0,0,0,0,19.22229294900569,0
8181,Student_99143,7135658984,447671,Parent_23834,1699958984,22,2,6.135858628159596,B,0,0,5,0.04,LOW,0,0,0,0,0,8.757357992093846,0
5820,Student_84956,5936245045,944138,Parent_96521,2046022918,23,4,8.557218889100792,B,0,2,19,7.06,HIGH,0,0,1,0,1,33.89188881461433,1
7753,Student_15707,5469863335,957106,Parent_44471,1615252617,24,2,8.44551297095855,A,0,0,10,6.86,MED,0,0,0,0,0,16.06769206748138,0
4965,Student_17026,3449720038,342771,Parent_10605,7521040444,24,3,7.650525218606821,C,0,2,23,2.78,MED,0,0,1,0,0,23.84499200155935,0
9521,Student_59920,3332035909,308925,Parent_84869,2961920468,18,3,7.477720947653087,D,1,0,4,0.8,LOW,0,0,0,0,0,15.40921712317546,0
8169,Student_33037,1738856067,903127,Parent_26133,7967063793,22,3,7.628389920463681,D,0,0,9,4.39,LOW,0,0,1,0,0,25.77930035574336,0
1921,Student_75263,6881459973,929012,Parent_98121,2958231751,20,3,6.50012223798517,C,0,2,11,0.63,MED,0,0,0,0,0,14.70795020167735,0
4249,Student_37024,3580572858,177417,Parent_19333,6003141612,24,2,7.541411001032969,C,0,0,6,0.83,LOW,0,0,1,0,0,20.02691307394466,0
2145,Student_59654,8790892112,961633,Parent_91301,4103583188,24,4,8.867201363896049,A,0,1,20,0.17,LOW,1,0,1,0,0,14.48197122039838,0
6653,Student_93481,6238783247,759134,Parent_27146,5003039762,20,3,7.96773114084066,D,2,0,20,3.23,MED,0,0,1,0,2,19.07460786731137,0
6798,Student_18276,9324640887,966943,Parent_59053,2926179764,21,1,8.026649805393351,A,1,2,18,2.86,LOW,0,0,1,0,0,20.25969886108457,0
6520,Student_33261,6268504928,347924,Parent_54656,4601924665,17,3,8.613408632428127,B,1,1,6,2.32,LOW,0,0,0,0,0,20.61914710270906,0
6457,Student_86760,4306529467,684906,Parent_20259,3784374704,22,2,6.937299693289093,D,0,0,13,5.58,LOW,0,0,1,0,2,20.19509560186049,0
1385,Student_81447,9193108302,851639,Parent_39949,1302886746,17,1,7.585721582321697,C,1,3,5,6.16,MED,0,0,0,0,1,6.957413415129548,0
1891,Student_38578,7766141405,497024,Parent_89909,9660665362,21,1,6.67631508404671,B,1,1,5,1.38,LOW,0,0,0,0,0,13.69381864690903,0
3198,Student_31044,2149371373,295441,Parent_53390,1660075046,20,2,6.92246052988647,C,2,0,17,8.65,LOW,0,0,1,0,0,32.32091014035389,0
6393,Student_69558,9015531098,901918,Parent_33623,4504723493,23,1,7.975179711722948,C,1,1,7,0.64,LOW,0,0,1,0,1,18.90923016087347,0
3676,Student_77642,3959663412,703952,Parent_17740,3635996223,18,3,7.090610510547594,A,0,0,6,4.03,LOW,0,0,1,0,0,23.18374662121573,0
5241,Student_77364,1271354004,700377,Parent_18159,6114301083,21,2,8.547564609129287,A,0,1,9,5.16,LOW,0,0,0,0,1,9.295217977836373,0
9595,Student_64576,3649598728,562777,Parent_18498,9401430099,17,3,8.169133535112522,C,0,0,0,2.47,LOW,0,0,0,0,1,7.54799082544234,0
1388,Student_65659,1629066607,491554,Parent_53477,2899367953,23,1,8.050658327762621,D,2,3,0,2.77,MED,0,1,1,0,0,32.26558713508919,0
9290,Student_72269,4344365096,133532,Parent_17234,2526190100,24,2,8.911936282878058,D,1,1,15,3.78,LOW,0,1,0,0,1,21.10231951087903,0
2707,Student_14035,1032884043,889472,Parent_27581,1870363848,23,2,6.860500695952791,B,0,0,10,3.06,LOW,0,0,0,0,0,12.60844485670924,0
3393,Student_68661,9735311980,326106,Parent_15210,9340743447,24,1,6.593809188617004,B,1,1,23,6.8,LOW,0,0,1,0,0,23.25904606204816,0
9492,Student_12100,4200125395,940710,Parent_70838,5374118618,24,2,8.049414122328507,A,1,3,22,0.22,LOW,0,0,1,0,1,23.6376031448847,0
4089,Student_40586,9046148690,693260,Parent_30581,4911635799,17,2,7.042032583905955,B,0,0,6,0.07,LOW,0,1,0,0,0,20.6250079713464,0
4463,Student_25409,5461065798,598762,Parent_86759,8292159817,17,4,8.03614686380496,A,0,0,22,19.42,LOW,0,0,1,0,0,16.13295560382783,0
1991,Student_73448,2858509780,952050,Parent_90186,5553630459,24,1,8.059520807463436,D,0,0,23,0.22,LOW,0,1,1,0,1,36.51906904565711,1
6913,Student_77902,8315371041,806174,Parent_74159,9486018022,20,3,6.045163971768707,A,0,2,0,0.39,LOW,0,0,0,0,0,16.66157610304856,0
7478,Student_95463,3300845561,459768,Parent_84661,3477663959,22,3,6.908488570264481,B,0,0,14,4.43,LOW,1,0,1,0,1,16.38080657105052,0
7502,Student_43325,9088229377,585049,Parent_52258,7448573373,20,3,7.111210766951288,A,0,5,8,1.54,LOW,0,1,0,0,0,19.63459393674304,0
4717,Student_91460,5213049786,615697,Parent_85519,4946795179,19,2,6.418483266420742,C,0,0,4,6.65,LOW,0,1,0,0,1,26.0133327441583,0
5104,Student_42774,1424895353,237571,Parent_23077,7818452609,21,2,7.965978535047007,C,0,2,6,2.58,LOW,0,0,1,0,0,23.65409700106879,0
8389,Student_94729,4914400419,222811,Parent_66867,6710752795,20,4,8.218544019737578,A,1,0,21,0.57,MED,0,0,1,0,0,18.01581881022841,0
2922,Student_89799,1936263756,529806,Parent_21674,5505122363,19,1,6.961968559742477,A,0,2,19,5.06,LOW,0,0,1,0,2,19.53603770066625,0
4181,Student_78804,3680015082,578324,Parent_22504,6245049921,18,2,7.446543940511924,A,0,2,14,0.99,MED,0,1,1,0,1,26.94245310406582,0
2389,Student_99327,6116059724,733611,Parent_15284,4012584835,23,4,6.482029507924646,A,0,3,19,0.0,MED,0,0,1,0,0,15.40026293597913,0
3658,Student_11200,7175584087,911410,Parent_39820,6667869982,22,2,7.017966110935514,B,0,1,8,0.25,LOW,0,0,0,0,1,11.19495275761859,0
1992,Student_62315,4175973586,128938,Parent_85175,9996458719,22,1,6.53397907484343,A,0,1,0,3.33,LOW,0,0,0,0,1,13.00974547258844,0
6551,Student_57758,6301490647,728070,Parent_60346,6121191199,19,3,8.234280493166528,B,0,0,17,6.02,LOW,0,0,0,0,2,17.11736379479769,0
4399,Student_67315,2630104601,490344,Parent_68411,9146722200,23,4,8.18525517520027,D,0,0,8,6.12,LOW,0,0,0,0,0,14.94784267402652,0
4979,Student_57910,2797832902,935022,Parent_73442,2476176595,24,4,5.321046083385632,D,0,1,23,1.33,HIGH,0,0,1,0,0,24.66866635117479,0
2380,Student_43986,4722827301,947386,Parent_30208,9370928468,22,3,5.343713230772119,D,0,0,7,5.52,LOW,0,0,1,0,0,10.53400862483722,0
9849,Student_12790,6771804449,632933,Parent_24558,3943467764,17,1,8.534495675113966,A,2,1,22,0.63,MED,0,1,1,0,0,22.42101346038757,0
4668,Student_39781,5014543300,385133,Parent_65605,4519401191,24,1,7.183734378639801,A,0,2,15,5.28,MED,0,0,1,0,0,29.52103941668936,0
4907,Student_16443,4109420631,101996,Parent_25039,9419151180,21,1,7.714815374074958,D,0,2,4,0.34,MED,0,0,1,0,0,20.50363155165029,0
4610,Student_43648,4267456236,956377,Parent_84896,5470342380,18,1,8.393233210980421,A,0,1,11,1.56,LOW,0,0,0,0,1,14.34461941409667,0
1643,Student_44950,4287789308,614699,Parent_60017,3655229546,24,1,8.156026342677448,C,0,2,20,8.36,MED,0,0,1,0,1,13.67230239377393,0
6784,Student_68732,1426272469,586815,Parent_57871,1856341822,24,1,7.349060086271909,B,0,1,18,4.5,LOW,0,0,1,1,0,32.69847464829716,1
3757,Student_74116,9055530209,374507,Parent_65922,3637796338,17,3,6.754226451078147,D,0,0,8,1.55,LOW,0,1,0,1,0,33.43647899439785,1
2918,Student_58210,9855182936,658610,Parent_55094,1903823760,19,2,7.313081863693313,A,0,3,10,1.63,LOW,1,0,0,0,1,4.051723707499882,0
6846,Student_48397,8946883296,317414,Parent_18844,7711273738,21,3,7.670337351259616,A,0,0,11,13.65,MED,0,1,0,0,1,24.31649972036399,0
6490,Student_80565,9828770027,892895,Parent_10739,9502097249,23,1,8.955778602155815,A,0,3,2,2.05,LOW,0,0,0,0,1,10.12360991277025,0
7184,Student_24247,4050667593,621401,Parent_41209,2069704974,21,3,7.52664602908579,B,0,3,17,0.29,LOW,0,0,0,0,0,4.096360025488391,0
8093,Student_47769,6665166263,752644,Parent_99621,4385192007,19,4,5.478044205320899,D,0,2,10,2.62,LOW,0,0,0,0,0,13.78388737432134,0
1773,Student_93808,3352969861,595449,Parent_23029,2783736921,22,3,8.093412963942413,B,0,2,1,0.48,LOW,0,0,1,0,1,17.55328170529762,0
6603,Student_37897,4977165205,341596,Parent_81334,5187520710,20,4,8.874093662785608,C,0,1,15,9.98,HIGH,1,1,0,0,1,23.17484804817173,0
4547,Student_61887,7266013639,608882,Parent_24198,7284918316,20,3,7.645754268203405,A,0,2,5,1.33,LOW,0,0,0,0,1,3.877986544400778,0
3805,Student_19512,8304407266,263878,Parent_23894,4470101721,22,3,6.588168264426908,D,1,2,7,8.21,LOW,0,0,0,0,0,9.69665772313442,0
5744,Student_15252,1676308589,524170,Parent_56491,4041406209,24,2,6.806498642955157,B,0,0,22,12.08,LOW,0,0,1,0,1,15.04357095461051,0
3194,Student_73331,1173871300,558426,Parent_45585,5938491530,24,2,7.32845792126419,C,0,1,13,8.28,MED,0,1,0,0,1,20.71303636955143,0
6180,Student_46151,5748099144,593105,Parent_27479,7314273367,24,1,5.845458718894585,D,0,1,3,17.43,MED,0,0,1,0,1,31.22124068494051,0
7490,Student_37625,8637120986,693591,Parent_41131,6448999197,21,2,7.861086336807109,B,0,1,7,1.5,LOW,0,0,0,0,0,9.7550072857562,0
9045,Student_17681,3110270801,371835,Parent_92878,7185406118,18,3,8.453762417201911,B,0,1,21,9.37,HIGH,0,0,1,0,1,31.03092596099266,0
9386,Student_21684,1325964319,486416,Parent_40582,5741824920,21,2,7.034299286864798,C,0,0,6,0.67,LOW,0,0,0,0,0,18.78403361071516,0
7957,Student_59232,1442571828,199954,Parent_51508,6266969440,20,4,8.500435303828214,C,0,1,2,0.73,MED,0,0,0,0,1,6.951045385619022,0
5661,Student_42982,9735053069,826691,Parent_58873,6314934851,23,4,7.574623287106606,A,0,1,22,5.49,LOW,0,0,1,0,0,17.24608138810702,0
7755,Student_98803,1469082128,148984,Parent_84430,9210947371,24,4,8.075684178646481,B,1,0,8,1.72,LOW,0,0,0,1,0,26.61365399237255,0
9445,Student_81384,1451391390,228747,Parent_38344,5132541392,18,4,7.022341310846106,A,0,1,16,31.18,LOW,0,0,0,0,0,10.03599749846817,0
1394,Student_82799,9012543092,511217,Parent_10189,4050869753,23,1,7.974061032154745,A,0,0,16,2.44,LOW,0,1,0,0,0,12.8787489058524,0
9912,Student_62692,6392256035,210141,Parent_38819,6615631210,21,3,6.909803301511425,D,0,0,20,5.95,LOW,0,0,1,0,0,20.96360924354988,0
2541,Student_36880,7373758550,389134,Parent_77524,2385444245,24,1,8.639209811642973,C,0,0,21,2.17,MED,0,0,1,0,0,9.918488017209445,0
5139,Student_47654,6799333962,226685,Parent_88252,5997419830,22,1,8.14902976237265,A,0,2,6,2.8,LOW,0,0,0,0,0,26.27370246462655,0
2114,Student_54813,4859735843,837527,Parent_77367,5752809959,21,4,7.89536712267572,A,0,2,7,4.56,LOW,0,0,0,0,0,9.541192027168142,0
7665,Student_82449,4948284864,333252,Parent_56396,6210672395,17,4,7.710615095250126,B,0,1,4,4.0,HIGH,0,1,0,0,0,26.89767860388282,0
2917,Student_18308,3425689971,377480,Parent_65201,2512220721,22,1,7.968047651325545,C,0,2,3,3.86,LOW,0,0,1,0,1,14.02550311419121,0
1701,Student_81389,1301643191,919050,Parent_89506,8734087449,21,4,7.302062879780498,D,0,0,15,4.59,LOW,0,0,0,0,0,14.55918814511113,0
5035,Student_21451,2031849733,376847,Parent_73257,6581295081,19,2,6.446247933687873,B,0,0,15,1.58,LOW,0,0,1,0,0,17.95731451456903,0
4534,Student_12004,7519785428,880367,Parent_76433,8571334811,17,1,7.561453315967468,D,1,0,0,6.74,LOW,0,0,0,0,0,11.43665607104325,0
1096,Student_80615,7642570093,395442,Parent_16422,5321059864,21,1,7.002690346433454,A,0,1,4,3.73,LOW,0,0,1,0,1,17.39742437004718,0
5056,Student_86190,7674317708,207487,Parent_25339,3584791462,24,1,6.66208990720691,C,0,1,23,0.1,HIGH,0,0,1,0,1,32.74688367885879,1
1905,Student_70277,6733366521,861790,Parent_40847,5922886814,20,1,9.424431463375086,D,0,0,11,0.0,MED,0,0,1,0,0,17.60454501389568,0
5557,Student_94743,1867832062,124292,Parent_14960,9029489481,20,1,8.072218534269254,B,1,2,0,2.03,LOW,0,1,1,0,1,22.31568067592729,0
4494,Student_84525,3921200940,766700,Parent_95596,8453817087,18,3,9.609429822349586,A,0,1,22,8.62,LOW,0,1,1,0,1,22.68226264286965,0
2412,Student_78688,8393983603,219692,Parent_83628,4727138038,18,2,6.040350099263947,C,1,1,22,2.78,MED,0,0,1,0,1,24.73408277756884,0
8203,Student_74854,6746039768,682571,Parent_36992,3168280020,22,2,8.58596443055299,C,0,1,0,0.67,LOW,0,0,0,0,0,18.50146459831957,0
1675,Student_17571,8814473353,325438,Parent_22371,2012405164,23,3,6.313105804175356,A,0,2,9,1.66,LOW,0,0,1,0,1,23.42527731024314,0
9483,Student_38281,4479175954,979078,Parent_25280,2176843733,18,2,7.520712769991787,A,0,0,2,3.49,LOW,0,0,1,0,0,14.75750209638557,0
8945,Student_47772,4283192277,359125,Parent_91151,2143281703,18,1,6.464919454914685,B,0,1,20,1.53,MED,0,0,1,0,0,19.04383885273965,0
5496,Student_67216,7995868204,874501,Parent_86205,4464737379,23,2,6.826278639727891,D,0,1,3,16.24,LOW,0,0,0,0,0,13.35832043146588,0
2598,Student_17750,8874498446,943319,Parent_93180,8028877109,24,1,6.865047142724785,C,0,0,11,0.4,LOW,0,0,0,0,1,13.32779314218482,0
3168,Student_72300,8030770595,155381,Parent_37477,7282075690,19,1,6.968493307247365,B,0,0,17,3.1,LOW,0,0,1,0,0,23.75424498317111,0
6953,Student_97777,7351253657,795093,Parent_44389,9642999710,17,2,7.202051321025294,B,1,3,9,1.01,LOW,0,1,0,0,0,26.26721880640535,0
7204,Student_17476,7662562797,230879,Parent_87967,9702021055,22,4,7.827155121223953,A,1,2,17,2.48,MED,0,0,0,0,0,6.744440843945342,0
8852,Student_13534,7443817156,146947,Parent_43153,8745570314,17,4,7.370582119551853,D,0,3,15,1.13,LOW,0,0,0,0,0,7.553315070175215,0
9921,Student_78159,8837395786,550587,Parent_60378,1335351075,19,2,8.879020510820867,C,2,1,9,1.55,LOW,0,0,0,0,0,12.21438617403216,0
8550,Student_48587,3085554366,312489,Parent_90510,1513064370,21,4,6.480754273883022,B,0,2,1,0.24,MED,0,0,0,0,0,1.829107174145824,0
9580,Student_40971,7745602600,780424,Parent_82778,1169673425,20,4,7.399801191499821,C,0,3,11,1.55,HIGH,0,1,0,0,1,28.81719244274617,0
6973,Student_96432,7640557484,105401,Parent_49578,7468373348,18,3,6.620353815247763,B,0,1,14,0.03,LOW,0,0,1,0,1,26.49899580074615,0
5236,Student_24950,4048692011,325837,Parent_23355,9367999853,18,3,7.500099795964206,A,0,1,12,1.46,HIGH,0,0,0,0,1,20.38706145062046,0
1372,Student_99897,4786581196,290659,Parent_26231,8926296233,22,2,7.559852922379727,A,0,1,19,0.75,LOW,0,0,1,0,0,19.51788352758128,0
6715,Student_97084,3227554335,310805,Parent_33997,4644421767,24,4,7.485961512603436,A,0,1,4,1.22,LOW,0,0,1,0,1,19.76983050898242,0
6646,Student_68464,6546543562,136606,Parent_65604,3309902507,18,1,6.899734419478419,A,0,1,14,2.3,LOW,0,0,0,0,0,8.846246541368368,0
1366,Student_59650,3701062251,959250,Parent_29279,1711132029,21,3,8.28829662679491,A,0,1,20,2.89,MED,0,0,1,0,0,25.20139266335196,0
9271,Student_54435,3194320305,335884,Parent_86673,7274407877,21,4,7.713037260992747,B,0,1,21,0.7,LOW,0,0,1,1,0,23.74440152868127,0
6444,Student_58120,9738926909,804395,Parent_36836,5799745887,18,4,7.327824241394336,C,0,4,7,2.34,HIGH,0,1,1,0,0,38.58603948901361,1
6870,Student_96928,6527480722,542218,Parent_18344,1638938405,19,3,6.742762638962436,C,0,0,2,9.78,LOW,0,0,1,0,1,16.42278948440106,0
9139,Student_76941,7636384090,262986,Parent_96735,2087521668,22,2,6.450755909182024,A,0,1,6,1.96,LOW,0,0,0,0,0,13.6003600583279,0
6646,Student_52271,4876803038,862520,Parent_96827,8304340961,17,3,7.605041097336891,B,0,0,19,3.33,LOW,0,0,1,1,1,29.82106643286156,0
4968,Student_56420,8418149790,209177,Parent_51905,1793939622,23,1,6.782181384625861,A,0,3,8,10.99,LOW,0,0,1,0,0,19.14480641157724,0
7038,Student_75982,2112675769,207427,Parent_39157,2790157228,18,4,7.874070854873453,D,1,0,0,5.1,LOW,0,0,0,0,1,10.45574242214576,0
4827,Student_56201,5127093776,620517,Parent_65468,2858431409,24,1,7.984997902990578,D,0,0,21,1.81,LOW,0,0,1,0,3,26.69176752925448,0
1367,Student_21380,7419532240,872564,Parent_91758,1066929087,22,1,8.088009323583364,B,0,0,14,1.85,HIGH,0,0,0,0,0,13.16165205478353,0
2727,Student_92693,1143576741,400142,Parent_21659,7636095042,18,3,8.033696578069067,A,0,2,9,0.06,LOW,0,0,0,1,0,18.75036005859611,0
8607,Student_57426,2580182908,790102,Parent_73884,4717716754,19,1,7.128598276959353,B,0,1,11,7.3,LOW,0,0,1,0,0,24.55086075760784,0
2734,Student_99970,2262590527,369046,Parent_22650,4675856699,20,1,7.459385695050772,B,0,0,4,1.38,MED,0,0,0,1,0,31.51860670794637,0
2506,Student_83473,1385101292,636985,Parent_15004,5847086074,23,3,8.836242207749411,C,0,0,5,1.84,LOW,0,0,0,1,0,25.29014389071505,0
3202,Student_99134,6643195118,964405,Parent_86372,7174602061,20,2,7.488100438298438,B,0,4,17,3.09,LOW,1,1,0,0,0,11.44508533467667,0
4972,Student_86337,9077775025,736884,Parent_93545,5878537472,19,4,6.735141499282545,D,0,1,0,8.93,LOW,0,1,0,0,0,8.272543362046697,0
4362,Student_24431,6683466054,757393,Parent_78363,6654166473,22,3,6.698386878825167,C,0,2,14,3.94,LOW,0,0,0,0,0,14.79416584314498,0
3922,Student_88495,5971821079,910329,Parent_26246,6391586283,22,4,7.199557750642577,A,0,2,4,1.55,LOW,1,0,0,0,0,8.489344850140704,0
4096,Student_75134,7233633403,860037,Parent_52000,6069584918,19,2,7.864463258188142,A,0,1,16,0.7,HIGH,0,0,0,0,0,23.17409542239219,0
3877,Student_43716,4095840093,605323,Parent_93211,7832872650,23,4,7.618595100666272,B,0,0,2,4.87,LOW,0,1,1,0,2,34.74916427125611,1
7220,Student_97253,1467796277,778916,Parent_15741,5063986648,23,4,7.982159133347928,D,0,1,15,0.42,LOW,0,0,0,0,0,8.990689696883345,0
3408,Student_59389,8856345545,497721,Parent_20694,8847391570,18,1,7.6710155037509,C,0,0,20,0.7,MED,0,0,1,0,0,26.83038769664131,0
1898,Student_34655,4294071067,928827,Parent_40560,9097220799,23,4,7.947521683412422,C,0,1,22,11.01,LOW,0,0,1,0,0,17.7116499975531,0
6462,Student_90453,5718907887,362472,Parent_65692,8749968898,17,2,7.851940956360428,B,1,1,4,0.84,LOW,0,0,0,0,2,8.151685427590156,0
6548,Student_39738,1161079139,437779,Parent_99552,5491369686,19,4,7.711230313964304,B,0,0,20,0.59,LOW,0,1,1,0,2,29.31394168511822,0
9475,Student_37989,7552098301,564457,Parent_32150,5080421222,17,1,8.789994785104707,A,0,2,21,11.81,LOW,0,0,1,0,1,13.26356318675071,0
9803,Student_22310,3174718141,947061,Parent_79184,7288431641,20,2,7.661907196275945,C,0,1,1,8.76,LOW,0,0,1,0,2,15.92277266760284,0
7370,Student_82510,9060753719,102200,Parent_27220,3645159280,17,4,8.457256291915279,C,0,1,21,12.87,LOW,0,0,1,0,0,13.4656926273784,0
5589,Student_84449,4939189671,197211,Parent_22377,2920825450,18,2,8.541981804736267,C,1,1,6,4.18,LOW,0,0,0,0,1,0.0818516889906817,0
5688,Student_50535,1640059942,447847,Parent_73416,7326138019,21,2,7.423733478904492,C,0,1,6,3.69,LOW,0,0,0,0,0,12.50650311050206,0
4166,Student_15200,4605600485,142738,Parent_80368,8019913140,20,4,7.743115375365557,C,0,5,18,0.4,LOW,0,0,1,0,0,25.69478229094817,0
9821,Student_48850,2671177580,176853,Parent_31588,2025362816,19,1,7.615957695672872,B,0,3,13,0.66,MED,0,0,1,0,0,16.89962315556362,0
2568,Student_89772,7413600254,420891,Parent_50378,4756086945,18,4,8.794670264688248,A,0,2,6,2.95,LOW,0,0,0,0,0,6.459375188355001,0
5203,Student_25031,3075654586,899550,Parent_21973,4745545111,18,1,7.799372281435117,D,0,1,21,1.79,MED,0,0,1,0,1,18.40914506620989,0
7911,Student_77710,9106314311,598323,Parent_23251,3749901584,22,1,8.090120109760193,A,1,1,10,0.46,LOW,0,1,0,0,1,17.50061924083628,0
6379,Student_36937,4172928683,671086,Parent_24620,5114933064,22,1,6.593109474297636,C,0,2,17,0.15,LOW,0,0,0,0,0,10.41436827174228,0
1579,Student_42931,7926391150,994107,Parent_16743,1581019705,19,2,7.37067828690016,B,0,3,22,4.52,LOW,0,0,1,0,0,15.15910828859245,0
8161,Student_66600,1758590479,124115,Parent_28932,7621919042,19,1,6.080766311152894,A,0,0,17,2.63,MED,0,0,0,0,0,8.316479373285194,0
3614,Student_25933,4869470832,877571,Parent_70986,1372270154,19,2,7.077714473220822,C,0,1,16,6.34,MED,0,0,1,0,0,18.55613478525781,0
4139,Student_15750,3642571630,555544,Parent_92224,8270517228,17,2,8.302055394836172,B,0,2,3,0.97,LOW,0,0,1,1,0,32.05874057072212,0
6470,Student_28260,5355416950,830389,Parent_78878,7762309282,18,1,8.238711830257184,D,0,1,12,2.46,LOW,0,0,0,0,1,8.0889287183026,0
2162,Student_11664,8458523919,202765,Parent_76102,2585445475,24,4,7.407990324386658,D,0,1,7,1.77,HIGH,0,0,1,0,0,24.14599119986175,0
6082,Student_17211,5690502740,498375,Parent_99882,7499285900,17,1,7.61675543365082,B,0,0,7,2.53,LOW,1,0,0,0,0,13.69956435953324,0
8090,Student_77474,8437391096,668134,Parent_30038,6500635304,23,3,7.555567435307851,D,0,2,18,5.81,LOW,0,0,1,0,0,15.90714860265021,0
6492,Student_64529,9845326026,919813,Parent_14809,1189608529,20,4,7.034829498626475,A,0,0,11,1.82,LOW,0,0,0,0,1,19.23036275856939,0
8342,Student_53328,4254091243,579363,Parent_74827,8104781829,21,4,7.552314053217574,A,0,1,0,14.64,LOW,0,0,0,0,1,3.424188043830588,0
5104,Student_17003,2685466475,609222,Parent_29962,4125970521,22,1,8.951450135371132,A,0,3,4,5.23,LOW,0,0,1,1,1,26.04607329101331,0
5222,Student_69589,5155456494,563049,Parent_25830,1838456123,22,3,6.866499785686202,A,0,0,9,2.78,LOW,0,0,0,0,2,16.35017457154245,0
7424,Student_13223,1365949671,690450,Parent_76495,2245114504,22,1,7.328248967853383,C,0,1,3,3.45,LOW,0,0,0,0,0,6.37679816781231,0
5660,Student_96101,9781073513,272036,Parent_18764,3326935755,23,1,7.023530722969548,D,0,2,8,4.95,LOW,0,1,0,0,0,12.75871373511093,0
5585,Student_24722,3653418675,901204,Parent_16012,2839493026,19,2,7.672117990093165,C,0,1,20,2.98,HIGH,0,0,1,0,1,29.04654116430548,0
9396,Student_20253,2108492511,484194,Parent_64176,2763832863,18,4,8.268782084832058,A,0,4,19,1.22,MED,0,0,1,0,1,19.8494901300495,0
9716,Student_74945,8124434988,131771,Parent_66739,5813620124,20,1,7.050783643380355,A,0,1,0,1.09,LOW,1,0,0,0,0,6.704495940533543,0
7442,Student_19681,6627889208,890000,Parent_19548,4762841696,17,2,6.665140601925875,D,0,3,16,0.97,MED,0,0,0,0,1,18.22635522058273,0
3453,Student_72623,1237375169,503388,Parent_54442,4294092572,24,3,7.259953714461255,C,0,0,10,1.97,LOW,0,0,0,0,1,1.802501951602929,0
5937,Student_84231,3042112229,121982,Parent_56321,3581200249,17,2,7.242605858241875,A,0,0,5,2.04,LOW,0,1,0,0,1,26.88773390417376,0
3336,Student_80090,5743062932,214832,Parent_55897,4196656389,18,2,6.443880082017714,B,1,1,17,1.88,LOW,0,1,0,0,0,21.81532387807075,0
9211,Student_80339,4824724732,820648,Parent_62763,4837339314,17,2,8.766593944283493,B,0,0,13,11.33,LOW,0,0,0,0,2,11.46635930965629,0
5330,Student_90570,7794957179,211986,Parent_95908,7600665124,23,1,7.526034903887456,C,0,0,14,1.08,HIGH,0,0,0,0,1,27.27579184152688,0
9841,Student_82998,1917649667,528205,Parent_14043,6528984500,24,3,5.84588157147159,C,0,1,19,1.53,LOW,0,0,1,0,1,21.44435521140144,0
4611,Student_39944,4812691944,537751,Parent_71123,9602403469,17,1,8.855558720332848,A,0,1,21,12.73,MED,0,0,1,0,0,19.09390404033293,0
1694,Student_31156,6525888224,307731,Parent_68640,5263422022,22,1,6.560078354214382,C,0,0,13,0.65,MED,0,0,1,0,0,22.08226120169102,0
7809,Student_61871,9987619474,307580,Parent_89430,3177312781,17,3,8.90040415107023,A,0,0,0,3.84,MED,0,0,1,0,0,18.76808018231372,0
